波长（nm）,R_湿裸土,R_灌木,R_水泥砖,R_枯叶,R_草地,R_水体(90),R_水体(45)
983,0.116866291,0.433257471,0.159265197,0.511257265,0.434150936,0.016567942,0.099593514
984,0.116647822,0.433493614,0.15891303,0.508781155,0.43187919,0.013961326,0.098959012
985,0.127938328,0.431789191,0.160387594,0.502661044,0.430871421,0.02304995,0.110364829
986,0.129164382,0.427865175,0.163041603,0.499182333,0.430956245,0.021511308,0.100859882
987,0.129665081,0.429405867,0.163542065,0.503679342,0.430364761,0.023743136,0.101230178
988,0.128355818,0.433885254,0.162512002,0.512202089,0.429404363,0.025605262,0.106060449
989,0.120085009,0.432645665,0.159126779,0.510922154,0.428451969,0.01282037,0.101206783
990,0.114586735,0.4305455,0.156506236,0.509037437,0.432131064,0.014214136,0.104106389
991,0.114812812,0.433554141,0.158718917,0.51203743,0.441184981,0.01941669,0.110362747
992,0.123267266,0.440496305,0.167744745,0.514447442,0.446268841,0.021376507,0.114866259
993,0.120126894,0.435818332,0.161116634,0.516806932,0.445517576,0.019220154,0.10702272
994,0.120070791,0.435870562,0.157298902,0.519334422,0.445858179,0.022727973,0.101466719
995,0.125147123,0.440815136,0.159454585,0.520555482,0.445645204,0.034016268,0.101013787
996,0.122806157,0.442455804,0.163586647,0.518202311,0.448313395,0.018850716,0.097856981
997,0.120727149,0.443074101,0.160932501,0.521278777,0.444647572,0.011033436,0.092990622
998,0.11877962,0.44161101,0.154442808,0.526098491,0.438437259,0.009255493,0.088742271
999,0.117835118,0.441192095,0.157725371,0.523222238,0.450263399,0.011023317,0.096308661
1000,0.120946808,0.445802253,0.159652193,0.527523851,0.452338843,0.013437546,0.100185354
1001,0.125812856,0.448811514,0.160497343,0.529336887,0.447715734,0.018620776,0.101729038
1002,0.133258719,0.45080825,0.162497696,0.525609324,0.447046799,0.030822422,0.102088137
1003,0.120536201,0.455915322,0.16530844,0.526641433,0.45100864,0.023596598,0.10591921
1004,0.113523437,0.46122249,0.164972482,0.531070495,0.454049557,0.019865382,0.107733915
1005,0.120741026,0.468125384,0.160189791,0.540742073,0.457731744,0.026791594,0.106125379
1006,0.12646357,0.466113974,0.168907518,0.544715695,0.460264439,0.028726582,0.103465164
1007,0.124984075,0.463579037,0.167835655,0.541844606,0.458692286,0.024132819,0.104371743
1008,0.118843092,0.460025308,0.159182419,0.531435002,0.453386975,0.015179137,0.106237254
1009,0.11997816,0.455576824,0.157965314,0.527068052,0.457148426,0.013131352,0.093078858
1010,0.125146782,0.462830161,0.168075539,0.53140995,0.459957351,0.017755953,0.098465393
1011,0.128922971,0.470997236,0.174815199,0.536788557,0.460256016,0.021980649,0.105867728
1012,0.122091462,0.461443655,0.156361917,0.52572103,0.448537872,0.016583459,0.094754478
1013,0.128551992,0.468986093,0.165569345,0.533215041,0.462302977,0.022654041,0.097368895
1014,0.130495839,0.473381716,0.170672068,0.535290675,0.465449558,0.023473909,0.103682331
1015,0.121828075,0.470830357,0.161398808,0.524340499,0.44808295,0.013055004,0.111997547
1016,0.125835178,0.468352586,0.16595102,0.527909144,0.456694828,0.016800231,0.104156378
1017,0.120277958,0.459299973,0.162018426,0.529107186,0.448898039,0.013110411,0.092759775
1018,0.108049911,0.450598255,0.153557064,0.528733667,0.432030854,0.005817479,0.082897047
1019,0.111655394,0.463750564,0.167198793,0.533322777,0.449188892,0.021192983,0.105073669
1020,0.112656028,0.469516465,0.16644347,0.536059285,0.451565959,0.030697007,0.106914279
1021,0.114834761,0.473049136,0.161768159,0.53933084,0.451274513,0.035300401,0.102773486
1022,0.123711435,0.470360872,0.162547924,0.539521277,0.460886579,0.032654186,0.108764261
1023,0.100303256,0.45953275,0.153396724,0.528731143,0.454948795,0.015348499,0.096362414
1024,0.094421367,0.460225453,0.14869187,0.523293187,0.454775009,0.002688945,0.093079685
1025,0.126427833,0.477158341,0.153646707,0.524863591,0.463727225,0.002816063,0.108527088
1026,0.1128792,0.463699266,0.160300691,0.531889203,0.45726136,0.008777764,0.099711417
1027,0.112220908,0.458813033,0.16199447,0.535154552,0.450952132,0.005020983,0.09356366
1028,0.125093088,0.465911226,0.160993305,0.537570225,0.447473394,-0.003957582,0.091648564
1029,0.13344583,0.488411541,0.170654734,0.540465284,0.466700459,0.018417627,0.096545727
1030,0.120990835,0.484050356,0.1613675,0.541637921,0.461364361,0.012266808,0.096528633
1031,0.105553371,0.474064842,0.151907161,0.542775022,0.450041145,-0.002226373,0.094526464
1032,0.111988669,0.482156323,0.167700289,0.535488537,0.452766618,0.002058608,0.091974899
1033,0.106454131,0.483866572,0.159772154,0.531740685,0.447998049,0.014411359,0.082192182
1034,0.10221917,0.477983012,0.148467713,0.531573441,0.448832582,0.013192965,0.073904444
1035,0.103617244,0.461549375,0.138510765,0.527977293,0.452375935,-0.013669923,0.069167312
1036,0.089177114,0.463118767,0.150464952,0.517767297,0.446935266,0.004175379,0.07669402
1037,0.083171929,0.468896772,0.156819061,0.519026079,0.444752945,0.003597654,0.074141533
1038,0.083937531,0.473258809,0.153447938,0.522427021,0.437689794,-0.014138251,0.06090774
1039,0.077842819,0.457843858,0.140451724,0.516796536,0.439814698,-0.012814969,0.059748979
1040,0.081044129,0.455794685,0.133854803,0.513571319,0.442605807,-0.012259491,0.053008536
1041,0.088116932,0.462013579,0.128757875,0.513456258,0.4450508,-0.01774679,0.04774153
1042,0.08907884,0.457217316,0.116471838,0.521043134,0.438736892,-0.042282398,0.056076923
1043,0.119023137,0.475291282,0.141787394,0.533824739,0.443188386,-0.007537983,0.076064867
1044,0.135955039,0.488747177,0.167069333,0.532709725,0.454692521,0.025423549,0.085125923
1045,0.117612329,0.488777737,0.177125284,0.510647122,0.483220347,0.02947586,0.069977801
1046,0.104133243,0.489133365,0.158143372,0.530010163,0.483484009,0.00150019,0.069911627
1047,0.115382295,0.489345416,0.159520602,0.54792564,0.485714692,-0.010787567,0.086033761
1048,0.147908749,0.493272098,0.180578114,0.561313485,0.494371864,-0.007640902,0.113657755
1049,0.128621409,0.456490613,0.163657802,0.521859142,0.465830746,-0.027578669,0.082036969
1050,0.110909547,0.45438867,0.151194412,0.510909862,0.447299069,-0.035195967,0.052098301
