FID,oneway,length(m),beginX,beginY,endX,endY
2558,1,19.79214845,113.3818321,22.9381272,113.3817647,22.9382946
2559,1,446.3478814,113.3861147,22.9383341,113.3817647,22.9382946
2560,0,16.02046862,113.3760248,22.9382141,113.3760292,22.93835866
2561,1,552.6060137,113.3814128,22.9382914,113.3760292,22.93835866
2562,0,273.1052165,113.2996698,22.9383593,113.3010007,22.9363859
2563,0,256.426244,113.2996698,22.9383593,113.3011522,22.9364956
2564,0,592.6679823,113.3659767,22.9374152,113.37165,22.9384209
2565,1,261.6925593,113.37165,22.9384209,113.3720792,22.9360925
2566,0,10.14900517,113.37165,22.9384209,113.3717469,22.9384393
2567,1,361.2930124,113.3723675,22.935229,113.3717469,22.9384393
2568,1,441.2424029,113.3717469,22.9384393,113.3760248,22.9382141
2569,0,273.4295408,113.3013157,22.936614,113.2996698,22.9383593
2570,1,751.3535136,113.4719303,22.9384593,113.4756961,22.9326553
2571,1,444.2675424,113.3760292,22.93835866,113.3717469,22.9384393
2572,0,73.85286544,113.2989865,22.9381003,113.2995188,22.9385491
2573,0,26.11645336,113.2995188,22.9385491,113.2996698,22.9383593
2574,0,974.0816835,113.348895,22.9375336,113.3582841,22.938502
2575,1,753.2885994,113.4758198,22.9327573,113.472018,22.9385636
2576,1,136.6228019,113.4147147,22.9386247,113.4152279,22.93748852
2577,1,131.4710627,113.4147147,22.9386247,113.4153562,22.93759737
2578,1,139.8574987,113.4155526,22.93770835,113.414868,22.9388
2579,1,148.590062,113.4157333,22.9377538,113.414868,22.9388
2580,0,163.161703,113.3010528,22.938824,113.3020163,22.9376522
2581,1,92.71735995,113.4201677,22.9388902,113.4197611,22.9381525
2582,1,6.273150578,113.4201677,22.9388902,113.4202289,22.9388902
2583,1,96.76972652,113.4198068,22.9381151,113.4202289,22.9388902
2584,1,211.7314978,113.4202289,22.9388902,113.4222921,22.9389062
2585,1,426.2937101,113.418649,22.9372448,113.4222921,22.9389062
2586,1,326.9978209,113.4180535,22.9389401,113.418649,22.9372448
2587,1,217.0065441,113.4180535,22.9389401,113.4201677,22.9388902
2588,0,166.3228767,113.3582841,22.938502,113.3598274,22.9389614
2589,0,285.8550231,113.35994,22.9363831,113.3598274,22.9389614
2590,1,12.70630137,113.4201901,22.93901142,113.4200663,22.9390109
2591,1,13.68399773,113.4201901,22.93901142,113.4201677,22.9388902
2592,1,7.054652622,113.4202589,22.93901171,113.4201901,22.93901142
2593,1,13.91743477,113.4202289,22.9388902,113.4202589,22.93901171
2594,1,28.11503068,113.414868,22.9388,113.4147312,22.93901987
2595,1,341.005881,113.4147312,22.93901987,113.4180535,22.9389401
2596,1,51.29603539,113.4144644,22.93902554,113.4147147,22.9386247
2597,1,27.37447872,113.4144644,22.93902554,113.4147312,22.93901987
2598,1,329.3579556,113.2962579,22.9361859,113.2955047,22.9390761
2599,1,278.6810591,113.4200663,22.9390109,113.4173513,22.9390807
2600,0,75.34279726,113.3007935,22.9391385,113.3010528,22.938824
2601,0,43.83488515,113.3007935,22.9391385,113.3010528,22.938824
2602,1,16.54869665,113.4147312,22.93901987,113.4146506,22.93914929
2603,1,277.2096896,113.4173513,22.9390807,113.4146506,22.93914929
2604,1,16.69643421,113.414383,22.939156,113.4144644,22.93902554
2605,1,27.47096259,113.4146506,22.93914929,113.414383,22.939156
2606,0,1421.644533,113.3253839,22.9391913,113.3219686,22.9283286
2607,1,99.15063574,113.471381,22.9391956,113.4719303,22.9384593
2608,1,2913.894515,113.386104,22.9381661,113.4144644,22.93902554
2609,1,236.2535709,113.3230839,22.9392942,113.3253839,22.9391913
2610,1,98.56612169,113.472018,22.9385636,113.471472,22.9392956
2611,0,527.1215111,113.3180586,22.934613,113.3183125,22.9393376
2612,0,957.240211,113.3183125,22.9393376,113.3180586,22.934613
2613,0,137.7724381,113.3598274,22.9389614,113.3611058,22.9393419
2614,0,303.464468,113.3614813,22.9366247,113.3611058,22.9393419
2615,0,40.77915096,113.3011133,22.9393571,113.3007935,22.9391385
2616,0,184.0727464,113.3021807,22.9380215,113.3011133,22.9393571
2617,1,2904.54725,113.414383,22.939156,113.3861147,22.9383341
2618,1,42.95300163,113.4202286,22.9393975,113.4201901,22.93901142
2619,1,44.96154354,113.4202589,22.93901171,113.4202947,22.9394162
2620,0,16.34003566,113.3230839,22.9392942,113.3231378,22.939433
2621,0,395.2539852,113.3188414,22.9394816,113.319929,22.9366177
2622,1,435.7712953,113.3188414,22.9394816,113.3230839,22.9392942
2623,0,305.7917004,113.3131182,22.9394842,113.313155,22.9367249
2624,0,533.229834,113.3131182,22.9394842,113.3183125,22.9393376
2625,0,18.47797723,113.3183138,22.9395044,113.3183125,22.9393376
2626,1,54.18997883,113.3183138,22.9395044,113.3188414,22.9394816
2627,0,184.9615403,113.2995188,22.9385491,113.3009881,22.9395138
2628,0,21.59430009,113.3011133,22.9393571,113.3009881,22.9395138
2629,0,122.4721821,113.3119251,22.9395194,113.3131182,22.9394842
2630,1,686.5493293,113.4222921,22.9389062,113.4289321,22.9396023
2631,0,16.46145808,113.3183146,22.939653,113.3183138,22.9395044
2632,1,495.457391,113.3231378,22.939433,113.3183146,22.939653
2633,0,27.05280923,113.3131209,22.9397284,113.3131182,22.9394842
2634,1,533.3613334,113.3131209,22.9397284,113.3183138,22.9395044
2635,1,235.6083857,113.3183146,22.939653,113.3160204,22.9397463
2636,1,891.2508563,113.4288872,22.9397964,113.4202589,22.93901171
2637,1,285.1381471,113.3160204,22.9397463,113.3132437,22.9398548
2638,0,415.5747277,113.3106041,22.9398634,113.310021,22.9361734
2639,1,258.6527184,113.3106041,22.9398634,113.3131209,22.9397284
2640,0,15.02813065,113.3131316,22.9398637,113.3131209,22.9397284
2641,1,11.54338235,113.3132437,22.9398548,113.3131316,22.9398637
2642,1,49.38682581,113.3131316,22.9398637,113.3126518,22.9398974
2643,1,98.86569713,113.4708333,22.9399298,113.471381,22.9391956
2644,0,29.61737042,113.3160204,22.9397463,113.3160495,22.9400123
2645,0,73.5662748,113.3167663,22.9400292,113.3160495,22.9400123
2646,1,100.6312003,113.471472,22.9392956,113.4709145,22.9400429
2647,1,434.6200506,113.3063769,22.9401119,113.3106041,22.9398634
2648,1,489.9765491,113.3126518,22.9398974,113.307886,22.9401819
2649,0,283.3451287,113.3036056,22.9401912,113.3021807,22.9380215
2650,1,133.2186837,113.413733,22.940197,113.414383,22.939156
2651,1,351.3098143,113.4200663,22.9390109,113.4202286,22.9393975
2652,1,409.6549422,113.4202947,22.9394162,113.4173513,22.9390807
2653,1,62.89570693,113.4704849,22.9403969,113.4708333,22.9399298
2654,0,170.0009826,113.3009881,22.9395138,113.3023213,22.9404251
2655,1,417.5376248,113.3023213,22.9404251,113.3063769,22.9401119
2656,1,164.2779015,113.4146506,22.93914929,113.413851,22.940434
2657,1,59.5412954,113.4709145,22.9400429,113.4705847,22.9404851
2658,0,18.570639,113.3023213,22.9404251,113.3023836,22.9405825
2659,1,566.2901295,113.307886,22.9401819,113.3023836,22.9405825
2660,1,185.2613614,113.3023836,22.9405825,113.3005954,22.940803
2661,0,383.991476,113.3659767,22.9374152,113.3653652,22.9408338
2662,0,453.8677234,113.3611058,22.9393419,113.3652063,22.9408407
2663,1,16.32111586,113.3652063,22.9408407,113.3653652,22.9408338
2664,1,65.86319389,113.47012,22.940886,113.4704849,22.9403969
2665,1,54.60383175,113.4705847,22.9404851,113.4702822,22.9408906
2666,0,51.79217687,113.3023836,22.9405825,113.3024382,22.9410473
2667,0,50.81006762,113.3029332,22.9410382,113.3024382,22.9410473
2668,1,384.8217405,113.2986597,22.9411167,113.3023213,22.9404251
2669,1,52.83953069,113.3656211,22.9411234,113.3652063,22.9408407
2670,0,41.45580909,113.3653652,22.9408338,113.3656211,22.9411234
2671,0,351.0019914,113.2967521,22.938283,113.2980229,22.9412249
2672,1,66.43138069,113.2980229,22.9412249,113.2986597,22.9411167
2673,0,115.7028196,113.3029332,22.9410382,113.3039734,22.9412443
2674,1,360.496124,113.3805845,22.94144311,113.3814128,22.9382914
2675,0,14.01257105,113.3805845,22.94144311,113.380718,22.94145575
2676,1,362.5061036,113.3815769,22.93829289,113.380718,22.94145575
2677,1,621.6724993,113.2962579,22.9361859,113.2942151,22.94146248
2678,1,567.6506655,113.2959277,22.9366631,113.294075,22.94148571
2679,1,14.67852668,113.294075,22.94148571,113.2942151,22.94146248
2680,0,8.475364762,113.380718,22.94145575,113.3807916,22.9414892
2681,1,368.7803439,113.3817647,22.9382946,113.3807916,22.9414892
2682,0,17.72511844,113.3804253,22.9414977,113.3805845,22.94144311
2683,0,4.453025826,113.3807916,22.9414892,113.3808247,22.9415152
2684,1,97.71711602,113.4702822,22.9408906,113.4697409,22.9416163
2685,1,102.8911209,113.46955,22.9416501,113.47012,22.940886
2686,0,21.27620133,113.3803203,22.9416599,113.3804253,22.9414977
2687,0,263.4828039,113.3005954,22.940803,113.2982122,22.9416893
2688,0,39.43802642,113.3808247,22.9415152,113.3808766,22.9418446
2689,0,23.57360046,113.380365,22.9418639,113.3803203,22.9416599
2690,0,204.614954,113.3167663,22.9400292,113.3167874,22.9418762
2691,1,195.7463786,113.296256,22.9418914,113.2980229,22.9412249
2692,1,416.1876791,113.2955047,22.9390761,113.296256,22.9418914
2693,0,10.17843465,113.380433,22.9419308,113.380365,22.9418639
2694,0,76.94654088,113.3039734,22.9412443,113.3039143,22.9419363
2695,0,69.37185251,113.3039143,22.9419363,113.3045881,22.941941
2696,0,149.8255529,113.3039734,22.9412443,113.3045881,22.941941
2697,0,15.3391334,113.3808766,22.9418446,113.3807745,22.9419445
2698,0,7.246308314,113.3804953,22.94196062,113.380433,22.9419308
2699,1,58.05562155,113.3804953,22.94196062,113.3805845,22.94144311
2700,1,161.6368088,113.2942151,22.94146248,113.2956595,22.9419677
2701,1,62.62998314,113.2956595,22.9419677,113.296256,22.9418914
2702,1,59.28257697,113.380718,22.94145575,113.380632,22.94198493
2703,0,15.42810918,113.3807745,22.9419445,113.380632,22.94198493
2704,0,14.49416041,113.380632,22.94198493,113.3804953,22.94196062
2705,0,15.05211284,113.47154,22.9419954,113.4713973,22.9419639
2706,0,14.46123656,113.3038228,22.9420356,113.3039143,22.9419363
2707,1,246.6079283,113.3124081,22.9420625,113.3126518,22.9398974
2708,1,114.7160103,113.2982122,22.9416893,113.2972116,22.9421326
2709,0,271.5678927,113.3160495,22.9400123,113.3161422,22.9424623
2710,0,247.4531451,113.4738861,22.9425127,113.47154,22.9419954
2711,0,44.70135578,113.4743099,22.9426062,113.4738861,22.9425127
2712,0,480.8826764,113.3760292,22.93835866,113.3761616,22.9426978
2713,1,459.5228365,113.3761616,22.9426978,113.3804253,22.9414977
2714,1,2129.841158,113.3433985,22.9427105,113.3231378,22.939433
2715,0,50.32181184,113.474787,22.9427114,113.4743099,22.9426062
2716,1,376.3049488,113.2954414,22.9427152,113.2986597,22.9411167
2717,1,11.95263629,113.2955567,22.94273082,113.2954414,22.9427152
2718,1,564.0544318,113.3005954,22.940803,113.2955567,22.94273082
2719,0,637.183546,113.3024382,22.9410473,113.2968005,22.9427569
2720,0,22.25433538,113.474998,22.9427579,113.474787,22.9427114
2721,1,189.0024914,113.2972116,22.9421326,113.2955567,22.94273082
2722,1,155.4157993,113.294075,22.94148571,113.293463,22.9427691
2723,1,160.2424982,113.2942151,22.94146248,113.2936083,22.9427954
2724,1,14.94611277,113.2953292,22.94280118,113.2954414,22.9427152
2725,1,770.351911,113.2930851,22.94281369,113.2959277,22.9366631
2726,1,191.027402,113.2930851,22.94281369,113.294075,22.94148571
2727,1,12.01822704,113.295445,22.94281742,113.2953292,22.94280118
2728,1,14.94695973,113.2955567,22.94273082,113.295445,22.94281742
2729,0,30.03087104,113.4703579,22.9426694,113.470594,22.9428296
2730,1,128.000913,113.3446378,22.9428311,113.3433985,22.9427105
2731,1,2033.465888,113.3253839,22.9391913,113.3446378,22.9428311
2732,0,19.63458699,113.3446378,22.9428311,113.3448263,22.9428617
2733,1,663.4035231,113.3448263,22.9428617,113.3448566,22.9368802
2734,1,206.2418166,113.2972116,22.9421326,113.295445,22.94281742
2735,0,25.96807465,113.3448263,22.9428617,113.3450756,22.9429022
2736,1,644.04753,113.3450798,22.9370966,113.3450756,22.9429022
2737,1,33.24058511,113.293359,22.94296391,113.2930851,22.94281369
2738,1,24.07488857,113.293359,22.94296391,113.293463,22.9427691
2739,1,15.67532381,113.2935081,22.94298605,113.293359,22.94296391
2740,1,23.48618795,113.2936083,22.9427954,113.2935081,22.94298605
2741,1,205.4771937,113.2954414,22.9427152,113.2935081,22.94298605
2742,0,493.1643956,113.3558338,22.9429608,113.3605802,22.9430218
2743,0,415.9130872,113.3611058,22.9393419,113.3605802,22.9430218
2744,0,643.249977,113.3656211,22.9411234,113.3605861,22.9430579
2745,1,1153.87079,113.3653652,22.9408338,113.3761616,22.9426978
2746,0,398.2181444,113.3519568,22.9431296,113.3558338,22.9429608
2747,0,27.58727006,113.3516882,22.9431411,113.3519568,22.9431296
2748,1,1573.80692,113.380365,22.9418639,113.3656211,22.9411234
2749,0,652.8492412,113.3481285,22.9433432,113.348895,22.9375336
2750,0,365.9213327,113.3481285,22.9433432,113.3516882,22.9431411
2751,0,292.2699532,113.3045881,22.941941,113.3067528,22.9433448
2752,0,390.7568369,113.3067528,22.9433448,113.307886,22.9401819
2753,0,294.0224538,113.4777908,22.943352,113.474998,22.9427579
2754,0,317.6777227,113.3450756,22.9429022,113.3481285,22.9433432
2755,1,169.8992197,113.380632,22.94198493,113.3803855,22.9435015
2756,1,176.1812163,113.3802246,22.9435311,113.3804953,22.94196062
2757,0,67.64644532,113.3067528,22.9433448,113.306436,22.9438698
2758,0,139.1327665,113.3417683,22.9443049,113.3430942,22.9443186
2759,0,180.8569964,113.3430942,22.9443186,113.3433985,22.9427105
2760,0,53.02486411,113.3430942,22.9443186,113.3436023,22.9444062
2761,0,248.6123025,113.3067528,22.9433448,113.308797,22.9444998
2762,0,560.2592135,113.3124081,22.9420625,113.308797,22.9444998
2763,0,386.0260069,113.2968005,22.9427569,113.2937996,22.9446136
2764,0,1315.150533,113.4522084,22.9446409,113.4593763,22.9348176
2765,0,187.3004054,113.3558338,22.9429608,113.3559804,22.9446461
2766,1,232.6050871,113.2920758,22.9446807,113.2930851,22.94281369
2767,0,175.1104872,113.3436023,22.9444062,113.3452608,22.9447685
2768,1,215.9223313,113.3452608,22.9447685,113.3448263,22.9428617
2769,0,35.81473306,113.308797,22.9444998,113.3088644,22.9448113
2770,1,2447.525876,113.4289321,22.9396023,113.4520865,22.9448236
2771,0,23.79319931,113.4520865,22.9448236,113.4522084,22.9446409
2772,0,426.866459,113.3518253,22.9448444,113.3559804,22.9446461
2773,0,36.84002459,113.3514667,22.9448615,113.3518253,22.9448444
2774,0,192.3291434,113.3485935,22.9449853,113.3481285,22.9433432
2775,0,295.1049037,113.3485935,22.9449853,113.3514667,22.9448615
2776,1,2438.040086,113.4519462,22.9450126,113.4288872,22.9397964
2777,0,25.40941767,113.4519462,22.9450126,113.4520865,22.9448236
2778,0,175.084627,113.3468903,22.9450841,113.3485935,22.9449853
2779,0,811.6206873,113.302081,22.9449833,113.3029332,22.9410382
2780,0,127.5936996,113.3088644,22.9448113,113.310049,22.9451043
2781,0,65.94828088,113.3468903,22.9450841,113.346483,22.9451078
2782,0,41.86988821,113.346483,22.9451078,113.3468903,22.9450841
2783,1,426.83192,113.4518603,22.9451413,113.4479019,22.9439564
2784,0,16.76226778,113.4518603,22.9451413,113.4519462,22.9450126
2785,0,161.6892646,113.310049,22.9451043,113.3116026,22.945312
2786,1,369.4217411,113.3116026,22.945312,113.3124081,22.9420625
2787,1,274.3601119,113.3450756,22.9429022,113.34562,22.945327
2788,0,996.5480439,113.2968005,22.9427569,113.302081,22.9449833
2789,0,56.56578405,113.346483,22.9451078,113.3460307,22.9453998
2790,0,44.4911284,113.34562,22.945327,113.3460307,22.9453998
2791,0,269.1910004,113.3605802,22.9430218,113.3607303,22.9454478
2792,0,956.056176,113.3236847,22.9455604,113.3167663,22.9400292
2793,0,689.2953293,113.3231378,22.939433,113.3236847,22.9455604
2794,1,231.2972572,113.3803855,22.9435015,113.380035,22.945564
2795,0,163.6760158,113.3088644,22.9448113,113.3078258,22.9455755
2796,1,229.2895408,113.3798813,22.9455763,113.3802246,22.9435311
2797,1,104.2929849,113.3454746,22.9456889,113.3452608,22.9447685
2798,1,53.36750869,113.34562,22.945327,113.3457375,22.9457963
2799,0,54.78757294,113.3460307,22.9453998,113.3457375,22.9457963
2800,0,27.65025505,113.3604364,22.9457569,113.3603191,22.94598
2801,0,51.12484925,113.3609093,22.9461457,113.3610215,22.9457878
2802,1,587.3663145,113.4522084,22.9446409,113.4576781,22.9462055
2803,1,521.4648817,113.4520865,22.9448236,113.4569417,22.9462151
2804,1,75.56396627,113.4569417,22.9462151,113.4576781,22.9462055
2805,1,195.8431009,113.2912719,22.94628233,113.2920758,22.9446807
2806,1,626.3656051,113.46608,22.9463017,113.46955,22.9416501
2807,1,10.59243364,113.2912719,22.94628233,113.2913651,22.9463235
2808,1,424.8199519,113.2913651,22.9463235,113.293359,22.94296391
2809,0,42.61805604,113.360697,22.9463324,113.360447,22.946282
2810,1,637.6307315,113.4697409,22.9416163,113.4662084,22.9463515
2811,1,20.58509924,113.2913651,22.9463235,113.2915594,22.94636477
2812,1,424.4248833,113.2935081,22.94298605,113.2915594,22.94636477
2813,1,5.072096282,113.2915594,22.94636477,113.2916081,22.94637245
2814,1,590.4042245,113.2953292,22.94280118,113.2916081,22.94637245
2815,1,556.3318577,113.2916081,22.94637245,113.2953292,22.94280118
2816,1,74.28285008,113.4576781,22.9462055,113.4583701,22.9464026
2817,1,359.0901365,113.4583701,22.9464026,113.4613474,22.9463835
2818,1,23.28393904,113.2911619,22.94646622,113.2912719,22.94628233
2819,1,609.0102149,113.4680344,22.9464936,113.4713973,22.9419639
2820,1,9.591088377,113.2912472,22.94650167,113.2911619,22.94646622
2821,1,23.15074976,113.2912472,22.94650167,113.2913651,22.9463235
2822,1,19.36249511,113.2915594,22.94636477,113.2914621,22.9465144
2823,1,22.15945803,113.2916081,22.94637245,113.2914621,22.9465144
2824,1,19.98290069,113.29143,22.94655919,113.2912472,22.94650167
2825,1,5.954606332,113.2914621,22.9465144,113.29143,22.94655919
2826,0,13.03016125,113.4680344,22.9464936,113.4681354,22.9465649
2827,1,615.0683587,113.47154,22.9419954,113.4681354,22.9465649
2828,1,597.7391732,113.295445,22.94281742,113.29143,22.94655919
2829,1,620.7573015,113.4577308,22.9466543,113.4519462,22.9450126
2830,1,544.5851035,113.3796008,22.9467855,113.380433,22.9419308
2831,1,137.0122681,113.3796008,22.9467855,113.3798813,22.9455763
2832,0,286.1756253,113.344285,22.9468822,113.3436023,22.9444062
2833,0,179.9169992,113.3454746,22.9456889,113.344285,22.9468822
2834,1,667.704899,113.458085,22.9468987,113.4518603,22.9451413
2835,1,45.31920251,113.458085,22.9468987,113.4577308,22.9466543
2836,1,196.4993517,113.4583701,22.9464026,113.4602034,22.9469156
2837,1,275.5189263,113.4612728,22.9463759,113.4602034,22.9469156
2838,0,257.5320315,113.3559804,22.9446461,113.3560881,22.9469687
2839,1,104.8071589,113.4602034,22.9469156,113.4611808,22.94719039
2840,1,91.76399971,113.4611808,22.94719039,113.4612728,22.9463759
2841,0,455.1385447,113.3560881,22.9469687,113.3516584,22.9471904
2842,1,7.230420337,113.4611808,22.94719039,113.4612481,22.9472098
2843,1,93.07462478,113.4613474,22.9463835,113.4612481,22.9472098
2844,1,114.3502076,113.4591442,22.9472198,113.458085,22.9468987
2845,0,410.8662256,113.3434367,22.947264,113.3430942,22.9443186
2846,0,258.296436,113.3485935,22.9449853,113.348749,22.9473125
2847,0,298.7959049,113.3516584,22.9471904,113.348749,22.9473125
2848,1,448.8689727,113.4569417,22.9462151,113.4611165,22.94742622
2849,1,26.94946236,113.4611165,22.94742622,113.4611808,22.94719039
2850,0,185.6591832,113.346944,22.9474324,113.348749,22.9473125
2851,1,210.0914375,113.380035,22.945564,113.3797843,22.9474462
2852,1,618.0693138,113.3807745,22.9419445,113.3797843,22.9474462
2853,1,7.709219125,113.4611165,22.94742622,113.461188,22.94744744
2854,1,27.04633476,113.4612481,22.9472098,113.461188,22.94744744
2855,0,42.79821994,113.3465276,22.9474557,113.346944,22.9474324
2856,1,190.7049823,113.3457375,22.9457963,113.3461462,22.9474754
2857,0,39.19034138,113.3461462,22.9474754,113.3465276,22.9474557
2858,0,297.1419715,113.310049,22.9451043,113.3091342,22.9474785
2859,1,134.2025433,113.2905283,22.9475261,113.2911619,22.94646622
2860,1,135.3426475,113.2905283,22.9475261,113.2912472,22.94650167
2861,1,255.4657127,113.3109194,22.9475292,113.3116026,22.945312
2862,0,8.823164015,113.3109194,22.9475292,113.3110023,22.9475504
2863,1,890.1633376,113.3132437,22.9398548,113.3110023,22.9475504
2864,0,190.2709502,113.3061737,22.9475639,113.3047209,22.9470027
2865,1,358.3070454,113.4610634,22.94762054,113.4577308,22.9466543
2866,1,22.20430692,113.4610634,22.94762054,113.4611165,22.94742622
2867,1,7.575621081,113.4611337,22.94764146,113.4610634,22.94762054
2868,1,22.20405418,113.461188,22.94744744,113.4611337,22.94764146
2869,0,298.4828222,113.3062608,22.9476011,113.3091342,22.9474785
2870,0,196.6124225,113.3091342,22.9474785,113.3109194,22.9475292
2871,1,202.150545,113.4610222,22.94777158,113.4591442,22.9472198
2872,1,17.25984832,113.4610222,22.94777158,113.4610634,22.94762054
2873,1,7.469982219,113.4610916,22.94779197,113.4610222,22.94777158
2874,1,17.22597926,113.4611337,22.94764146,113.4610916,22.94779197
2875,0,433.6510857,113.4681354,22.9465649,113.4718942,22.9479698
2876,1,94.42268002,113.4619688,22.9480497,113.4610916,22.94779197
2877,0,36.87556293,113.4718942,22.9479698,113.472242,22.9480537
2878,0,25.47820245,113.472242,22.9480537,113.4724693,22.9481463
2879,1,648.5596491,113.4724693,22.9481463,113.474787,22.9427114
2880,1,371.4013004,113.4612481,22.9472098,113.464704,22.94820718
2881,1,253.9960062,113.464704,22.94820718,113.46608,22.9463017
2882,0,1056.441533,113.3062608,22.9476011,113.302081,22.9449833
2883,0,24.13368176,113.4724693,22.9481463,113.4726836,22.9482361
2884,1,653.3455934,113.474998,22.9427579,113.4726836,22.9482361
2885,1,14.97404759,113.464704,22.94820718,113.4648434,22.94824739
2886,1,252.5023001,113.4662084,22.9463515,113.4648434,22.94824739
2887,1,86.15823214,113.4627735,22.948272,113.4619688,22.9480497
2888,1,50.04963805,113.4648434,22.94824739,113.4653091,22.9483818
2889,0,1040.067927,113.4713973,22.9419639,113.4653091,22.9483818
2890,1,45.70135917,113.4632013,22.9483869,113.4627735,22.948272
2891,1,73.6388257,113.4608463,22.948416,113.4610222,22.94777158
2892,1,361.4406245,113.461188,22.94744744,113.464543,22.94844233
2893,1,30.84998104,113.464543,22.94844233,113.464704,22.94820718
2894,1,74.90963214,113.4610916,22.94779197,113.4609084,22.9484465
2895,1,32.60364798,113.4653091,22.9483818,113.4656125,22.9484693
2896,1,15.23663846,113.464543,22.94844233,113.4646844,22.94848427
2897,1,30.89772159,113.4648434,22.94824739,113.4646844,22.94848427
2898,0,436.9680427,113.4496204,22.948496,113.4518603,22.9451413
2899,1,8.658389389,113.4646844,22.94848427,113.4647648,22.9485081
2900,1,87.08136432,113.4647648,22.9485081,113.4656125,22.9484693
2901,1,354.3093618,113.4644214,22.94861984,113.4611337,22.94764146
2902,1,23.28867155,113.4644214,22.94861984,113.464543,22.94844233
2903,1,64.87284902,113.4656125,22.9484693,113.4662116,22.9486565
2904,1,307.7377061,113.4662116,22.9486565,113.4680344,22.9464936
2905,1,15.45343872,113.4645648,22.94866252,113.4644214,22.94861984
2906,1,23.25035521,113.4646844,22.94848427,113.4645648,22.94866252
2907,1,212.1959482,113.3792366,22.9486704,113.3796008,22.9467855
2908,0,9.630088069,113.3793301,22.94867776,113.3792366,22.9486704
2909,1,348.2040247,113.3793301,22.94867776,113.3798813,22.9455763
2910,0,10.76125736,113.3794346,22.94868599,113.3793301,22.94867776
2911,1,351.2980455,113.380035,22.945564,113.3794346,22.94868599
2912,0,23.28671739,113.3796608,22.9487038,113.3794346,22.94868599
2913,1,139.9540734,113.3797843,22.9474462,113.3796608,22.9487038
2914,1,124.0388839,113.464358,22.94871242,113.4632013,22.9483869
2915,1,12.14598834,113.464358,22.94871242,113.4644214,22.94861984
2916,1,15.63270486,113.4645038,22.94875345,113.464358,22.94871242
2917,1,11.86118848,113.4645648,22.94866252,113.4645038,22.94875345
2918,1,59.43831131,113.4662116,22.9486565,113.4667581,22.9488345
2919,1,300.2247402,113.4681354,22.9465649,113.4667581,22.9488345
2920,1,54.13480609,113.4609084,22.9484465,113.4607999,22.9489247
2921,1,170.3289513,113.4619688,22.9480497,113.4607999,22.9489247
2922,1,277.5062027,113.4606492,22.9489537,113.4591442,22.9472198
2923,1,63.03703985,113.4606492,22.9489537,113.4608463,22.948416
2924,0,215.8752001,113.4726836,22.9482361,113.4746106,22.9490184
2925,1,137.2688606,113.4657829,22.9491167,113.4645038,22.94875345
2926,1,31.78585948,113.4660927,22.9491172,113.4657829,22.9491167
2927,1,164.6567323,113.4660927,22.9491172,113.4645648,22.94866252
2928,0,469.5612058,113.3607303,22.9454478,113.3587348,22.9492614
2929,0,19.76646282,113.3587348,22.9492614,113.3586275,22.9494096
2930,1,58.09903625,113.4605065,22.9494612,113.4606492,22.9489537
2931,1,64.34784983,113.4607999,22.9489247,113.4606221,22.9494817
2932,0,286.3607695,113.3562457,22.9495479,113.3560881,22.9469687
2933,0,244.8733967,113.3586275,22.9494096,113.3562457,22.9495479
2934,0,377.176165,113.3523737,22.9496946,113.3488474,22.9487316
2935,0,334.1027912,113.3445165,22.9498443,113.344285,22.9468822
2936,1,150.6398761,113.463577,22.9498638,113.464358,22.94871242
2937,1,520.9739969,113.2884085,22.9498723,113.2912719,22.94628233
2938,0,7.335453199,113.2884085,22.9498723,113.2884694,22.949907
2939,1,493.224092,113.2911619,22.94646622,113.2884694,22.949907
2940,0,27.4702446,113.2884694,22.949907,113.2886889,22.950049
2941,1,337.2818378,113.2886889,22.950049,113.2905283,22.9475261
2942,1,417.5430004,113.4667581,22.9488345,113.4705885,22.9501051
2943,0,14.72672714,113.2886889,22.950049,113.2888066,22.95012512
2944,1,478.0199341,113.29143,22.94655919,113.2888066,22.95012512
2945,1,619.9841079,113.4647648,22.9485081,113.4705056,22.950254
2946,1,51.58480383,113.4705885,22.9501051,113.4710478,22.9502945
2947,0,127.0861045,113.3445165,22.9498443,113.3456039,22.9503938
2948,1,52.50668321,113.4705056,22.950254,113.4709908,22.9504047
2949,1,108.6336229,113.4602627,22.9504153,113.4605065,22.9494612
2950,1,193.8856098,113.3794346,22.94868599,113.3792697,22.9504272
2951,1,109.5411245,113.4606221,22.9494817,113.4603616,22.9504396
2952,1,3070.643167,113.3808247,22.9415152,113.4075136,22.95044089
2953,1,1302.413275,113.4075136,22.95044089,113.413733,22.940197
2954,0,587.8351401,113.3607303,22.9454478,113.3624255,22.950447
2955,0,1755.841652,113.3792366,22.9486704,113.3624255,22.950447
2956,1,197.0358365,113.3791625,22.950447,113.3793301,22.94867776
2957,0,403.2331435,113.3624255,22.950447,113.3587348,22.9492614
2958,1,25.04235361,113.4709908,22.9504047,113.4712222,22.9504766
2959,1,27.89574376,113.4710478,22.9502945,113.4712222,22.9504766
2960,1,288.1358265,113.4712222,22.9504766,113.4724693,22.9481463
2961,1,468.8786122,113.4704132,22.9504943,113.4660927,22.9491172
2962,1,3066.446644,113.4074826,22.95050158,113.3808766,22.9418446
